# Optical Properties of organic hazes made under water-rich (1000x solar), 400 K exoplanet conditions
# Citation: He, C., Radke, M.J., Moran, S.E., Hörst, S.M., Lewis, N.K., Moses, J.I., Batalha, N.E., Kempton, E.M.-R., Marley, M.S., Morley, C.V., Valenti, J.A., Vuitton, V. Optical Properties of Organic Haze Analogues in Water-rich Exoplanet Atmospheres Observable with JWST, Nature Astronomy, resubmitted
#index wavelength(microns) n	k
47800 5.11866130e+00 1.55250830e+00 8.41207000e-03
47801 5.11992490e+00 1.55244920e+00 8.41541600e-03
47802 5.12118910e+00 1.55239040e+00 8.42147900e-03
47803 5.12245390e+00 1.55233550e+00 8.43065300e-03
47804 5.12371930e+00 1.55228660e+00 8.43899000e-03
47805 5.12498540e+00 1.55224190e+00 8.44267800e-03
47806 5.12625200e+00 1.55219840e+00 8.44145700e-03
47807 5.12751930e+00 1.55215550e+00 8.43665800e-03
47808 5.12878730e+00 1.55211400e+00 8.42736700e-03
47809 5.13005580e+00 1.55207280e+00 8.41021500e-03
47810 5.13132500e+00 1.55202740e+00 8.38257700e-03
47811 5.13259480e+00 1.55197070e+00 8.34515000e-03
47812 5.13386530e+00 1.55189540e+00 8.30347300e-03
47813 5.13513640e+00 1.55179740e+00 8.26969900e-03
47814 5.13640810e+00 1.55168380e+00 8.26066000e-03
47815 5.13768040e+00 1.55157640e+00 8.28505900e-03
47816 5.13895340e+00 1.55148800e+00 8.32469900e-03
47817 5.14022700e+00 1.55143310e+00 8.38032600e-03
47818 5.14150120e+00 1.55141260e+00 8.40831500e-03
47819 5.14277600e+00 1.55139290e+00 8.39588800e-03
47820 5.14405150e+00 1.55135730e+00 8.36387000e-03
47821 5.14532770e+00 1.55129240e+00 8.30948500e-03
47822 5.14660440e+00 1.55118690e+00 8.26553400e-03
47823 5.14788180e+00 1.55105940e+00 8.25831100e-03
47824 5.14915980e+00 1.55093970e+00 8.28986700e-03
47825 5.15043850e+00 1.55084000e+00 8.33765700e-03
47826 5.15171780e+00 1.55076310e+00 8.39782200e-03
47827 5.15299770e+00 1.55070970e+00 8.45380200e-03
47828 5.15427830e+00 1.55066910e+00 8.49782400e-03
47829 5.15555950e+00 1.55063880e+00 8.53779200e-03
47830 5.15684130e+00 1.55062200e+00 8.56515800e-03
47831 5.15812380e+00 1.55061090e+00 8.57083100e-03
47832 5.15940690e+00 1.55059290e+00 8.55522800e-03
47833 5.16069070e+00 1.55055950e+00 8.52645400e-03
47834 5.16197510e+00 1.55050890e+00 8.49400800e-03
47835 5.16326010e+00 1.55044360e+00 8.46511600e-03
47836 5.16454580e+00 1.55036810e+00 8.44389900e-03
47837 5.16583210e+00 1.55028690e+00 8.43136300e-03
47838 5.16711900e+00 1.55020270e+00 8.42650500e-03
47839 5.16840660e+00 1.55011580e+00 8.42913400e-03
47840 5.16969490e+00 1.55002710e+00 8.44204800e-03
47841 5.17098370e+00 1.54994150e+00 8.46910500e-03
47842 5.17227330e+00 1.54986800e+00 8.50987300e-03
47843 5.17356340e+00 1.54981470e+00 8.55606800e-03
47844 5.17485420e+00 1.54978260e+00 8.59426500e-03
47845 5.17614570e+00 1.54976320e+00 8.61339200e-03
47846 5.17743780e+00 1.54974400e+00 8.61079100e-03
47847 5.17873050e+00 1.54971450e+00 8.59192100e-03
47848 5.18002390e+00 1.54967040e+00 8.56520000e-03
47849 5.18131800e+00 1.54961150e+00 8.53780300e-03
47850 5.18261260e+00 1.54953960e+00 8.51545600e-03
47851 5.18390800e+00 1.54945820e+00 8.50380000e-03
47852 5.18520390e+00 1.54937400e+00 8.50718300e-03
47853 5.18650060e+00 1.54929610e+00 8.52557700e-03
47854 5.18779780e+00 1.54923270e+00 8.55366700e-03
47855 5.18909580e+00 1.54918910e+00 8.58258500e-03
47856 5.19039430e+00 1.54916750e+00 8.59988800e-03
47857 5.19169360e+00 1.54916150e+00 8.58637300e-03
47858 5.19299340e+00 1.54912330e+00 8.51835900e-03
47859 5.19429400e+00 1.54905230e+00 8.48019000e-03
47860 5.19559510e+00 1.54897090e+00 8.43251200e-03
47861 5.19689700e+00 1.54886090e+00 8.39766400e-03
47862 5.19819940e+00 1.54876100e+00 8.40740300e-03
47863 5.19950260e+00 1.54865560e+00 8.38269400e-03
47864 5.20080640e+00 1.54853200e+00 8.41009700e-03
47865 5.20211080e+00 1.54843180e+00 8.45984500e-03
47866 5.20341590e+00 1.54836400e+00 8.52553300e-03
47867 5.20472160e+00 1.54833660e+00 8.57959000e-03
47868 5.20602810e+00 1.54832580e+00 8.59088000e-03
47869 5.20733510e+00 1.54830890e+00 8.57521600e-03
47870 5.20864280e+00 1.54826990e+00 8.52846100e-03
47871 5.20995120e+00 1.54820150e+00 8.48031400e-03
47872 5.21126020e+00 1.54809620e+00 8.42930400e-03
47873 5.21256990e+00 1.54797700e+00 8.42942300e-03
47874 5.21388030e+00 1.54786490e+00 8.43618300e-03
47875 5.21519130e+00 1.54776020e+00 8.47110200e-03
47876 5.21650300e+00 1.54768320e+00 8.51305700e-03
47877 5.21781530e+00 1.54760500e+00 8.52716300e-03
47878 5.21912830e+00 1.54752360e+00 8.57116900e-03
47879 5.22044190e+00 1.54746080e+00 8.61287300e-03
47880 5.22175620e+00 1.54741160e+00 8.65502300e-03
47881 5.22307120e+00 1.54737610e+00 8.68697200e-03
47882 5.22438680e+00 1.54734730e+00 8.70587100e-03
47883 5.22570310e+00 1.54732440e+00 8.71476200e-03
47884 5.22702010e+00 1.54731040e+00 8.70566100e-03
47885 5.22833770e+00 1.54728440e+00 8.65788300e-03
47886 5.22965600e+00 1.54722500e+00 8.59781700e-03
47887 5.23097500e+00 1.54713390e+00 8.54159900e-03
47888 5.23229460e+00 1.54701020e+00 8.50050700e-03
47889 5.23361490e+00 1.54687680e+00 8.50753300e-03
47890 5.23493580e+00 1.54676270e+00 8.53918900e-03
47891 5.23625740e+00 1.54666620e+00 8.57795900e-03
47892 5.23757970e+00 1.54658580e+00 8.62339400e-03
47893 5.23890270e+00 1.54652120e+00 8.66477200e-03
47894 5.24022630e+00 1.54646600e+00 8.69888600e-03
47895 5.24155060e+00 1.54641480e+00 8.72649400e-03
47896 5.24287560e+00 1.54637350e+00 8.75582800e-03
47897 5.24420120e+00 1.54634700e+00 8.77000700e-03
47898 5.24552750e+00 1.54632070e+00 8.75699800e-03
47899 5.24685450e+00 1.54627880e+00 8.72365400e-03
47900 5.24818210e+00 1.54620300e+00 8.67686200e-03
47901 5.24951040e+00 1.54610480e+00 8.66213100e-03
47902 5.25083940e+00 1.54600680e+00 8.66265200e-03
47903 5.25216910e+00 1.54591520e+00 8.68340700e-03
47904 5.25349940e+00 1.54585530e+00 8.71848500e-03
47905 5.25483040e+00 1.54580020e+00 8.70639700e-03
47906 5.25616210e+00 1.54572540e+00 8.70456900e-03
47907 5.25749450e+00 1.54564910e+00 8.70452100e-03
47908 5.25882750e+00 1.54556180e+00 8.70462600e-03
47909 5.26016120e+00 1.54548180e+00 8.73521600e-03
47910 5.26149560e+00 1.54542480e+00 8.75717700e-03
47911 5.26283070e+00 1.54537520e+00 8.76550000e-03
47912 5.26416640e+00 1.54532390e+00 8.75945600e-03
47913 5.26550290e+00 1.54526470e+00 8.74389700e-03
47914 5.26684000e+00 1.54519080e+00 8.72105200e-03
47915 5.26817770e+00 1.54510340e+00 8.70774800e-03
47916 5.26951620e+00 1.54501300e+00 8.70527400e-03
47917 5.27085530e+00 1.54492350e+00 8.70911200e-03
47918 5.27219520e+00 1.54483870e+00 8.72082900e-03
47919 5.27353570e+00 1.54476110e+00 8.73131400e-03
47920 5.27487680e+00 1.54467990e+00 8.73416800e-03
47921 5.27621870e+00 1.54459430e+00 8.74828700e-03
47922 5.27756130e+00 1.54452040e+00 8.77204500e-03
47923 5.27890450e+00 1.54445690e+00 8.78562900e-03
47924 5.28024840e+00 1.54439870e+00 8.79478900e-03
47925 5.28159300e+00 1.54434350e+00 8.78853000e-03
47926 5.28293830e+00 1.54427450e+00 8.76435600e-03
47927 5.28428430e+00 1.54418740e+00 8.74563800e-03
47928 5.28563090e+00 1.54409260e+00 8.73422700e-03
47929 5.28697830e+00 1.54399000e+00 8.72728300e-03
47930 5.28832630e+00 1.54388250e+00 8.73383800e-03
47931 5.28967500e+00 1.54377570e+00 8.75008700e-03
47932 5.29102440e+00 1.54366630e+00 8.77556000e-03
47933 5.29237450e+00 1.54356590e+00 8.82761400e-03
47934 5.29372530e+00 1.54349560e+00 8.89115000e-03
47935 5.29507680e+00 1.54345590e+00 8.94188500e-03
47936 5.29642890e+00 1.54344000e+00 8.96793300e-03
47937 5.29778180e+00 1.54342170e+00 8.94244200e-03
47938 5.29913530e+00 1.54335810e+00 8.88533200e-03
47939 5.30048960e+00 1.54325810e+00 8.85645500e-03
47940 5.30184450e+00 1.54314780e+00 8.84503000e-03
47941 5.30320010e+00 1.54303820e+00 8.86000800e-03
47942 5.30455650e+00 1.54295500e+00 8.89283400e-03
47943 5.30591350e+00 1.54287660e+00 8.89161600e-03
47944 5.30727120e+00 1.54278350e+00 8.90442200e-03
47945 5.30862960e+00 1.54269320e+00 8.92483400e-03
47946 5.30998870e+00 1.54260520e+00 8.95226900e-03
47947 5.31134850e+00 1.54253580e+00 8.99736100e-03
47948 5.31270900e+00 1.54249110e+00 9.02511000e-03
47949 5.31407010e+00 1.54245350e+00 9.03002000e-03
47950 5.31543200e+00 1.54240850e+00 9.01034100e-03
47951 5.31679460e+00 1.54234230e+00 8.97531700e-03
47952 5.31815790e+00 1.54225130e+00 8.94214900e-03
47953 5.31952190e+00 1.54214400e+00 8.92478000e-03
47954 5.32088650e+00 1.54203400e+00 8.92578600e-03
47955 5.32225190e+00 1.54193000e+00 8.93830200e-03
47956 5.32361800e+00 1.54183250e+00 8.95469600e-03
47957 5.32498480e+00 1.54173800e+00 8.97312400e-03
47958 5.32635230e+00 1.54164590e+00 8.99660000e-03
47959 5.32772050e+00 1.54156100e+00 9.02677700e-03
47960 5.32908940e+00 1.54148880e+00 9.05906800e-03
47961 5.33045890e+00 1.54142960e+00 9.08429500e-03
47962 5.33182920e+00 1.54137670e+00 9.09562300e-03
47963 5.33320020e+00 1.54132150e+00 9.09393700e-03
47964 5.33457200e+00 1.54126040e+00 9.08571800e-03
47965 5.33594440e+00 1.54119640e+00 9.07540600e-03
47966 5.33731750e+00 1.54113380e+00 9.06034200e-03
47967 5.33869130e+00 1.54107160e+00 9.03326800e-03
47968 5.34006580e+00 1.54100190e+00 8.98789900e-03
47969 5.34144110e+00 1.54089910e+00 8.92029100e-03
47970 5.34281700e+00 1.54076300e+00 8.87958200e-03
47971 5.34419370e+00 1.54062020e+00 8.86302500e-03
47972 5.34557110e+00 1.54047330e+00 8.86171400e-03
47973 5.34694920e+00 1.54033700e+00 8.89117800e-03
47974 5.34832790e+00 1.54021840e+00 8.91812400e-03
47975 5.34970740e+00 1.54010490e+00 8.94654600e-03
47976 5.35108770e+00 1.54000010e+00 8.97913400e-03
47977 5.35246860e+00 1.53990410e+00 9.00549000e-03
47978 5.35385020e+00 1.53980830e+00 9.02368000e-03
47979 5.35523260e+00 1.53971080e+00 9.03944700e-03
47980 5.35661560e+00 1.53959820e+00 9.04438500e-03
47981 5.35799940e+00 1.53947590e+00 9.07758500e-03
47982 5.35938390e+00 1.53936530e+00 9.12292400e-03
47983 5.36076910e+00 1.53926240e+00 9.17467800e-03
47984 5.36215510e+00 1.53918570e+00 9.24814800e-03
47985 5.36354170e+00 1.53914140e+00 9.29748100e-03
47986 5.36492910e+00 1.53910770e+00 9.31988800e-03
47987 5.36631710e+00 1.53907100e+00 9.31242900e-03
47988 5.36770590e+00 1.53901540e+00 9.28038800e-03
47989 5.36909550e+00 1.53893200e+00 9.23990400e-03
47990 5.37048570e+00 1.53882520e+00 9.20861700e-03
47991 5.37187670e+00 1.53870860e+00 9.19286500e-03
47992 5.37326830e+00 1.53859140e+00 9.18557000e-03
47993 5.37466070e+00 1.53847010e+00 9.17821800e-03
47994 5.37605390e+00 1.53833520e+00 9.17449800e-03
47995 5.37744770e+00 1.53818640e+00 9.19018200e-03
47996 5.37884230e+00 1.53803930e+00 9.23796700e-03
47997 5.38023760e+00 1.53791650e+00 9.31253600e-03
47998 5.38163360e+00 1.53782970e+00 9.39152900e-03
47999 5.38303030e+00 1.53777120e+00 9.45178500e-03
48000 5.38442780e+00 1.53772250e+00 9.48487800e-03
48001 5.38582600e+00 1.53766900e+00 9.49754000e-03
48002 5.38722490e+00 1.53760670e+00 9.49965400e-03
48003 5.38862450e+00 1.53753750e+00 9.49480900e-03
48004 5.39002490e+00 1.53745980e+00 9.48251900e-03
48005 5.39142600e+00 1.53736940e+00 9.46590800e-03
48006 5.39282780e+00 1.53726530e+00 9.45326700e-03
48007 5.39423040e+00 1.53715280e+00 9.45184200e-03
48008 5.39563370e+00 1.53703950e+00 9.46280000e-03
48009 5.39703770e+00 1.53693100e+00 9.48349600e-03
48010 5.39844240e+00 1.53683120e+00 9.51186700e-03
48011 5.39984790e+00 1.53674630e+00 9.54482400e-03
48012 5.40125410e+00 1.53668220e+00 9.57192900e-03
48013 5.40266100e+00 1.53663510e+00 9.57427200e-03
48014 5.40406870e+00 1.53657420e+00 9.53453000e-03
48015 5.40547710e+00 1.53648600e+00 9.49222800e-03
48016 5.40688630e+00 1.53637410e+00 9.44485300e-03
48017 5.40829620e+00 1.53623720e+00 9.41535700e-03
48018 5.40970680e+00 1.53610740e+00 9.42283900e-03
48019 5.41111810e+00 1.53599810e+00 9.42463600e-03
48020 5.41253020e+00 1.53591120e+00 9.42360200e-03
48021 5.41394300e+00 1.53580590e+00 9.35888900e-03
48022 5.41535660e+00 1.53565770e+00 9.31611800e-03
48023 5.41677090e+00 1.53548850e+00 9.27996000e-03
48024 5.41818590e+00 1.53529030e+00 9.27170000e-03
48025 5.41960170e+00 1.53512030e+00 9.33425000e-03
48026 5.42101820e+00 1.53498430e+00 9.35812900e-03
48027 5.42243550e+00 1.53483770e+00 9.38211300e-03
48028 5.42385350e+00 1.53468650e+00 9.40973800e-03
48029 5.42527220e+00 1.53452440e+00 9.44373100e-03
48030 5.42669170e+00 1.53436460e+00 9.51116000e-03
48031 5.42811190e+00 1.53423220e+00 9.59611100e-03
48032 5.42953290e+00 1.53412500e+00 9.67540700e-03
48033 5.43095460e+00 1.53403740e+00 9.74990200e-03
48034 5.43237710e+00 1.53396870e+00 9.80962800e-03
48035 5.43380030e+00 1.53391280e+00 9.84753600e-03
48036 5.43522430e+00 1.53386100e+00 9.85764500e-03
48037 5.43664900e+00 1.53379770e+00 9.83410400e-03
48038 5.43807440e+00 1.53369960e+00 9.78427300e-03
48039 5.43950060e+00 1.53355290e+00 9.73873200e-03
48040 5.44092750e+00 1.53337340e+00 9.73506700e-03
48041 5.44235520e+00 1.53320210e+00 9.78529100e-03
48042 5.44378370e+00 1.53307380e+00 9.86255100e-03
48043 5.44521290e+00 1.53298950e+00 9.92373500e-03
48044 5.44664280e+00 1.53292060e+00 9.94462000e-03
48045 5.44807350e+00 1.53283500e+00 9.93235400e-03
48046 5.44950490e+00 1.53272190e+00 9.91405800e-03
48047 5.45093710e+00 1.53258630e+00 9.90462500e-03
48048 5.45237010e+00 1.53244740e+00 9.92113600e-03
48049 5.45380380e+00 1.53231760e+00 9.94457800e-03
48050 5.45523820e+00 1.53221470e+00 9.98214500e-03
48051 5.45667340e+00 1.53212320e+00 9.97208000e-03
48052 5.45810940e+00 1.53200820e+00 9.94782700e-03
48053 5.45954610e+00 1.53187600e+00 9.92052200e-03
48054 5.46098360e+00 1.53170440e+00 9.87980400e-03
48055 5.46242180e+00 1.53151810e+00 9.90231100e-03
48056 5.46386080e+00 1.53134710e+00 9.92807900e-03
48057 5.46530060e+00 1.53119490e+00 9.97852100e-03
48058 5.46674110e+00 1.53103310e+00 9.99403800e-03
48059 5.46818240e+00 1.53088340e+00 1.00815050e-02
48060 5.46962440e+00 1.53079090e+00 1.01362190e-02
48061 5.47106720e+00 1.53068280e+00 1.01339290e-02
48062 5.47251080e+00 1.53058120e+00 1.01659950e-02
48063 5.47395510e+00 1.53045760e+00 1.01039330e-02
48064 5.47540010e+00 1.53027770e+00 1.00924150e-02
48065 5.47684600e+00 1.53008040e+00 1.00876140e-02
48066 5.47829260e+00 1.52987680e+00 1.01371000e-02
48067 5.47974000e+00 1.52971200e+00 1.02121470e-02
48068 5.48118810e+00 1.52955780e+00 1.02545380e-02
48069 5.48263700e+00 1.52940980e+00 1.03240110e-02
48070 5.48408670e+00 1.52926920e+00 1.03615460e-02
48071 5.48553710e+00 1.52910960e+00 1.04090800e-02
48072 5.48698830e+00 1.52895650e+00 1.04819880e-02
48073 5.48844030e+00 1.52882790e+00 1.05603740e-02
48074 5.48989300e+00 1.52871810e+00 1.06255210e-02
48075 5.49134650e+00 1.52861700e+00 1.06761850e-02
48076 5.49280080e+00 1.52852330e+00 1.07108460e-02
48077 5.49425580e+00 1.52841460e+00 1.07117900e-02
48078 5.49571160e+00 1.52829130e+00 1.07247620e-02
48079 5.49716820e+00 1.52815830e+00 1.07185030e-02
48080 5.49862560e+00 1.52799580e+00 1.07165550e-02
48081 5.50008370e+00 1.52783340e+00 1.07513230e-02
48082 5.50154260e+00 1.52767780e+00 1.07723480e-02
48083 5.50300230e+00 1.52751220e+00 1.08051760e-02
48084 5.50446280e+00 1.52735150e+00 1.08535350e-02
48085 5.50592400e+00 1.52720430e+00 1.09072350e-02
48086 5.50738600e+00 1.52707120e+00 1.09576300e-02
48087 5.50884880e+00 1.52695140e+00 1.09951900e-02
48088 5.51031240e+00 1.52682040e+00 1.10002840e-02
48089 5.51177670e+00 1.52666460e+00 1.10112520e-02
48090 5.51324180e+00 1.52650230e+00 1.10363870e-02
48091 5.51470770e+00 1.52633990e+00 1.10661400e-02
48092 5.51617440e+00 1.52618660e+00 1.11070350e-02
48093 5.51764190e+00 1.52603530e+00 1.11286830e-02
48094 5.51911010e+00 1.52587030e+00 1.11522050e-02
48095 5.52057910e+00 1.52569810e+00 1.11850000e-02
48096 5.52204890e+00 1.52553060e+00 1.12322800e-02
48097 5.52351950e+00 1.52538010e+00 1.12808510e-02
48098 5.52499090e+00 1.52522730e+00 1.13044420e-02
48099 5.52646300e+00 1.52506820e+00 1.13378540e-02
48100 5.52793600e+00 1.52489570e+00 1.13510640e-02
48101 5.52940970e+00 1.52470810e+00 1.13925510e-02
48102 5.53088420e+00 1.52452820e+00 1.14441070e-02
48103 5.53235950e+00 1.52435220e+00 1.15010240e-02
48104 5.53383560e+00 1.52419340e+00 1.15730310e-02
48105 5.53531250e+00 1.52404390e+00 1.16217950e-02
48106 5.53679010e+00 1.52389660e+00 1.16783860e-02
48107 5.53826860e+00 1.52376210e+00 1.17213490e-02
48108 5.53974780e+00 1.52362170e+00 1.17412810e-02
48109 5.54122780e+00 1.52347560e+00 1.17622450e-02
48110 5.54270860e+00 1.52332310e+00 1.17598300e-02
48111 5.54419030e+00 1.52313840e+00 1.17446830e-02
48112 5.54567270e+00 1.52292810e+00 1.17545470e-02
48113 5.54715590e+00 1.52271700e+00 1.17849540e-02
48114 5.54863980e+00 1.52250350e+00 1.18197700e-02
48115 5.55012460e+00 1.52229050e+00 1.18763700e-02
48116 5.55161020e+00 1.52209870e+00 1.19438360e-02
48117 5.55309660e+00 1.52190190e+00 1.19826520e-02
48118 5.55458380e+00 1.52169550e+00 1.20528980e-02
48119 5.55607170e+00 1.52150450e+00 1.21287270e-02
48120 5.55756050e+00 1.52133560e+00 1.22131360e-02
48121 5.55905010e+00 1.52119570e+00 1.22771470e-02
48122 5.56054040e+00 1.52105750e+00 1.22934400e-02
48123 5.56203160e+00 1.52089470e+00 1.22791020e-02
48124 5.56352350e+00 1.52067070e+00 1.22305170e-02
48125 5.56501630e+00 1.52038110e+00 1.22340470e-02
48126 5.56650990e+00 1.52008460e+00 1.23121370e-02
48127 5.56800420e+00 1.51983820e+00 1.24455520e-02
48128 5.56949940e+00 1.51964360e+00 1.25605490e-02
48129 5.57099540e+00 1.51947860e+00 1.26572840e-02
48130 5.57249210e+00 1.51932810e+00 1.27043670e-02
48131 5.57398970e+00 1.51912210e+00 1.26863480e-02
48132 5.57548810e+00 1.51886390e+00 1.27237170e-02
48133 5.57698730e+00 1.51860380e+00 1.27779860e-02
48134 5.57848730e+00 1.51833640e+00 1.28492650e-02
48135 5.57998810e+00 1.51806510e+00 1.29413010e-02
48136 5.58148970e+00 1.51779670e+00 1.30562150e-02
48137 5.58299210e+00 1.51754060e+00 1.31938420e-02
48138 5.58449540e+00 1.51730360e+00 1.33464200e-02
48139 5.58599940e+00 1.51710280e+00 1.35136740e-02
48140 5.58750420e+00 1.51692200e+00 1.36440110e-02
48141 5.58900990e+00 1.51674010e+00 1.37719510e-02
48142 5.59051640e+00 1.51655880e+00 1.38875340e-02
48143 5.59202370e+00 1.51638050e+00 1.40105270e-02
48144 5.59353180e+00 1.51622840e+00 1.41311280e-02
48145 5.59504070e+00 1.51607920e+00 1.42012430e-02
48146 5.59655040e+00 1.51590660e+00 1.42585800e-02
48147 5.59806090e+00 1.51570760e+00 1.43001990e-02
48148 5.59957230e+00 1.51547470e+00 1.43515800e-02
48149 5.60108450e+00 1.51522770e+00 1.44340750e-02
48150 5.60259740e+00 1.51498350e+00 1.45351980e-02
48151 5.60411130e+00 1.51474900e+00 1.46541840e-02
48152 5.60562590e+00 1.51453320e+00 1.47797710e-02
48153 5.60714130e+00 1.51433500e+00 1.48950080e-02
48154 5.60865760e+00 1.51412860e+00 1.49824150e-02
48155 5.61017470e+00 1.51391390e+00 1.50822850e-02
48156 5.61169260e+00 1.51368550e+00 1.51590020e-02
48157 5.61321130e+00 1.51342870e+00 1.52575740e-02
48158 5.61473080e+00 1.51317780e+00 1.53903880e-02
48159 5.61625120e+00 1.51293020e+00 1.55182480e-02
48160 5.61777240e+00 1.51269120e+00 1.56826610e-02
48161 5.61929440e+00 1.51247610e+00 1.58439540e-02
48162 5.62081730e+00 1.51228110e+00 1.60132620e-02
48163 5.62234090e+00 1.51212330e+00 1.61741600e-02
48164 5.62386540e+00 1.51198510e+00 1.62824200e-02
48165 5.62539080e+00 1.51182380e+00 1.63411240e-02
48166 5.62691690e+00 1.51160270e+00 1.63724590e-02
48167 5.62844390e+00 1.51132660e+00 1.64455270e-02
48168 5.62997170e+00 1.51104740e+00 1.65794740e-02
48169 5.63150030e+00 1.51080830e+00 1.67512350e-02
48170 5.63302980e+00 1.51063020e+00 1.69182340e-02
48171 5.63456010e+00 1.51047510e+00 1.70115970e-02
48172 5.63609120e+00 1.51028220e+00 1.70552080e-02
48173 5.63762320e+00 1.51003020e+00 1.70866070e-02
48174 5.63915600e+00 1.50973850e+00 1.71512710e-02
48175 5.64068960e+00 1.50941620e+00 1.72316120e-02
48176 5.64222410e+00 1.50908240e+00 1.73751230e-02
48177 5.64375940e+00 1.50876880e+00 1.75487290e-02
48178 5.64529550e+00 1.50848470e+00 1.77498670e-02
48179 5.64683250e+00 1.50823710e+00 1.79473050e-02
48180 5.64837030e+00 1.50800600e+00 1.81199280e-02
48181 5.64990900e+00 1.50778310e+00 1.82768210e-02
48182 5.65144840e+00 1.50751660e+00 1.83769440e-02
48183 5.65298880e+00 1.50720990e+00 1.85446730e-02
48184 5.65452990e+00 1.50690100e+00 1.87254460e-02
48185 5.65607190e+00 1.50659970e+00 1.89669230e-02
48186 5.65761480e+00 1.50636080e+00 1.92420500e-02
48187 5.65915850e+00 1.50616700e+00 1.94742340e-02
48188 5.66070300e+00 1.50598980e+00 1.96892830e-02
48189 5.66224840e+00 1.50581130e+00 1.98594940e-02
48190 5.66379460e+00 1.50561600e+00 2.00258530e-02
48191 5.66534160e+00 1.50542710e+00 2.01901130e-02
48192 5.66688960e+00 1.50522920e+00 2.03179910e-02
48193 5.66843830e+00 1.50501590e+00 2.04494160e-02
48194 5.66998790e+00 1.50478390e+00 2.05502660e-02
48195 5.67153840e+00 1.50449660e+00 2.06474780e-02
48196 5.67308960e+00 1.50418200e+00 2.08042150e-02
48197 5.67464180e+00 1.50386500e+00 2.09829680e-02
48198 5.67619480e+00 1.50356230e+00 2.12188950e-02
48199 5.67774860e+00 1.50331930e+00 2.14781060e-02
48200 5.67930330e+00 1.50312470e+00 2.16961120e-02
48201 5.68085890e+00 1.50293640e+00 2.18641870e-02
48202 5.68241530e+00 1.50272650e+00 2.19905780e-02
48203 5.68397250e+00 1.50247560e+00 2.20900420e-02
48204 5.68553060e+00 1.50217280e+00 2.21844700e-02
48205 5.68708960e+00 1.50180850e+00 2.22926500e-02
48206 5.68864940e+00 1.50138280e+00 2.24575060e-02
48207 5.69021010e+00 1.50093700e+00 2.27279760e-02
48208 5.69177160e+00 1.50054730e+00 2.31078740e-02
48209 5.69333400e+00 1.50027220e+00 2.35349420e-02
48210 5.69489720e+00 1.50010680e+00 2.39231250e-02
48211 5.69646130e+00 1.49999570e+00 2.42270930e-02
48212 5.69802630e+00 1.49988900e+00 2.44568220e-02
48213 5.69959210e+00 1.49977070e+00 2.46310110e-02
48214 5.70115880e+00 1.49961230e+00 2.47350870e-02
48215 5.70272640e+00 1.49938240e+00 2.48125960e-02
48216 5.70429480e+00 1.49908960e+00 2.49011930e-02
48217 5.70586400e+00 1.49873200e+00 2.50060280e-02
48218 5.70743420e+00 1.49833890e+00 2.51932490e-02
48219 5.70900520e+00 1.49797740e+00 2.54402200e-02
48220 5.71057700e+00 1.49764410e+00 2.56779020e-02
48221 5.71214980e+00 1.49731730e+00 2.59194600e-02
48222 5.71372330e+00 1.49698590e+00 2.61430210e-02
48223 5.71529780e+00 1.49661530e+00 2.63590290e-02
48224 5.71687310e+00 1.49620710e+00 2.66214790e-02
48225 5.71844930e+00 1.49579510e+00 2.69411780e-02
48226 5.72002640e+00 1.49541210e+00 2.73167230e-02
48227 5.72160430e+00 1.49507980e+00 2.77181220e-02
48228 5.72318320e+00 1.49479800e+00 2.81174940e-02
48229 5.72476280e+00 1.49455800e+00 2.84949100e-02
48230 5.72634340e+00 1.49434470e+00 2.88283390e-02
48231 5.72792480e+00 1.49412280e+00 2.90990150e-02
48232 5.72950710e+00 1.49384060e+00 2.93180200e-02
48233 5.73109030e+00 1.49346160e+00 2.95431800e-02
48234 5.73267430e+00 1.49300400e+00 2.98559450e-02
48235 5.73425930e+00 1.49254710e+00 3.03065420e-02
48236 5.73584510e+00 1.49219030e+00 3.08677820e-02
48237 5.73743170e+00 1.49197700e+00 3.14346780e-02
48238 5.73901930e+00 1.49186750e+00 3.19164750e-02
48239 5.74060770e+00 1.49178160e+00 3.22771790e-02
48240 5.74219710e+00 1.49163020e+00 3.25359510e-02
48241 5.74378720e+00 1.49138690e+00 3.27917870e-02
48242 5.74537830e+00 1.49108690e+00 3.30828430e-02
48243 5.74697030e+00 1.49075180e+00 3.34192990e-02
48244 5.74856310e+00 1.49043010e+00 3.38346680e-02
48245 5.75015690e+00 1.49014670e+00 3.42625010e-02
48246 5.75175150e+00 1.48988810e+00 3.47104010e-02
48247 5.75334700e+00 1.48969010e+00 3.51802240e-02
48248 5.75494330e+00 1.48954230e+00 3.55851990e-02
48249 5.75654060e+00 1.48939290e+00 3.59339360e-02
48250 5.75813870e+00 1.48921150e+00 3.62307800e-02
48251 5.75973780e+00 1.48898980e+00 3.65096140e-02
48252 5.76133770e+00 1.48868340e+00 3.67461260e-02
48253 5.76293850e+00 1.48830320e+00 3.70769370e-02
48254 5.76454020e+00 1.48792060e+00 3.74704750e-02
48255 5.76614280e+00 1.48754490e+00 3.79184550e-02
48256 5.76774630e+00 1.48720980e+00 3.84339760e-02
48257 5.76935070e+00 1.48695150e+00 3.89694430e-02
48258 5.77095600e+00 1.48677700e+00 3.94725710e-02
